Trait	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	TasselSterility	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	NumberofLeaves	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	UpperLeafAngle-BorderPlant	LeafWidth-BorderPlant	LeafSheathLength	TilleringIndex-BorderPlant	Phylotaxy	NumberofTilleringPlants	NumberofTilleringPlants	SizeofTillers	NR	NR	CS	GS	GLDH	AlaAT	AGPase	ShikDH	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIROil	NIROil	NIROil	NIROil	NIROil	NIROil	NorthernLeafBlight	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight-IncubationPeriod	SouthernLeafBlight	SouthernLeafBlight	SouthernLeafBlight	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	KernelFillPercentage	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	RowQuality	RowQuality	HerbicideSensitivity
CML258	1	4	4	6	NaN	0	2	4	7	11	6	NaN	NaN	NaN	NaN	99	69	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	94.5	69	106	94	NaN	NaN	NaN	NaN	NaN	1325.540818	1053.05278	1152.22111	NaN	1363.77389	963.884445	NaN	NaN	NaN	NaN	NaN	1257.148883	1016.94222	1152.22111	1005.27389	1251.94222	980	NaN	NaN	NaN	NaN	NaN	68.386935	36.110555	0	NaN	111.831665	-16.110555	NaN	NaN	NaN	NaN	NaN	NaN	346	408	368	NaN	NaN	NaN	NaN	NaN	221	267	187	NaN	NaN	NaN	NaN	NaN	15	17	20	NaN	NaN	NaN	NaN	270	278	NaN	17	0	17	NaN	NaN	3	3	NaN	NaN	NaN	NaN	182.5	95	NaN	NaN	180	105	180	170	NaN	NaN	NaN	120	45	NaN	NaN	110	55	125	110	NaN	NaN	958	851	NaN	795	885	968.5	NaN	NaN	NaN	109	75	NaN	83	103	93	NaN	NaN	NaN	NaN	NaN	NaN	55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65	NaN	NaN	0	0	1	NaN	NaN	NaN	NaN	149	0	275	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.04	NaN	NaN	NaN	NaN	NaN	NaN	12.22	NaN	NaN	NaN	NaN	NaN	3.41	NaN	NaN	NaN	2	NaN	NaN	NaN	8.75	8.25	7	NaN	NaN	21.1675	25.805	31	NaN	NaN	NaN	NaN	NaN	7.6025	11.1	17.7	NaN	NaN	NaN	NaN	NaN	NaN	33.72	36	NaN	NaN	NaN	NaN	NaN	119.5275	106.2	151	NaN	NaN	NaN	NaN	NaN	NaN	109	NaN	NaN	NaN	NaN	NaN	NaN	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	NaN	NaN	NaN	NaN	NaN	5.5	NaN	NaN	NaN	2	3	NaN
CML261	3	7	10	5	NaN	0	5	7	7	15	5	NaN	NaN	NaN	NaN	99.5	58	NaN	97	NaN	NaN	NaN	NaN	96	NaN	92	57	108	90	NaN	NaN	86	NaN	NaN	1325.744985	962.22111	980.55278	NaN	1303.360555	959.72111	NaN	NaN	NaN	1167.47	NaN	1228.88443	925.55278	964.44222	1005.27389	1187.75	959.72111	NaN	1233.634445	NaN	NaN	NaN	96.860555	36.663335	16.110555	NaN	115.610555	0	NaN	NaN	NaN	441	382	NaN	307	354	388	422	NaN	326	240	NaN	249	252.5	252	262	NaN	19	27	NaN	11	19	19	23	NaN	NaN	228	160	240	15	28	16	14	NaN	6	3	8	NaN	NaN	180	170	187.5	105	165	NaN	185	100	210	210	NaN	115	NaN	117.5	55	95	NaN	120	65	140	105	NaN	NaN	910	887	NaN	657.5	851	1035	NaN	NaN	924	90	107	NaN	78	80	101	NaN	NaN	87.5	80	NaN	NaN	55	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	1	NaN	NaN	NaN	NaN	138	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.19	NaN	NaN	NaN	NaN	NaN	NaN	14.77	NaN	NaN	NaN	NaN	NaN	5.39	NaN	NaN	NaN	2	NaN	NaN	NaN	8.25	8.25	7	NaN	NaN	23.245	22.69	32	NaN	NaN	NaN	NaN	NaN	14.8	6.345	18.3	NaN	NaN	NaN	NaN	NaN	33.99	32.54	44	NaN	NaN	NaN	NaN	NaN	133.05	90.25	126	NaN	NaN	NaN	NaN	NaN	86.54	112	NaN	NaN	NaN	NaN	NaN	12.5	14	16	NaN	NaN	NaN	NaN	NaN	50	35	110	NaN	NaN	NaN	47.75	39.09	102	NaN	NaN	NaN	NaN	NaN	19	19	17	NaN	NaN	NaN	5.2	3.61	6	NaN	NaN	NaN	2	2	NaN
CML264	3	4	4.5	5	NaN	2	6	4	4	9	5	NaN	NaN	NaN	NaN	NaN	64	NaN	101	NaN	NaN	NaN	NaN	NaN	NaN	103	64	108	98	NaN	NaN	NaN	NaN	NaN	NaN	948.884445	1074.44222	NaN	1363.77389	980	NaN	NaN	NaN	NaN	NaN	1362.11054	948.884445	1074.44222	1005.27389	1322.884445	998.610555	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	40.884445	-18.610555	NaN	NaN	NaN	NaN	NaN	NaN	358	337	380	NaN	NaN	NaN	NaN	NaN	220	206	223	NaN	NaN	NaN	NaN	NaN	20	13	18	NaN	NaN	NaN	NaN	244	286	0	23	0	14	NaN	NaN	3	4	NaN	NaN	NaN	NaN	NaN	105	155	NaN	145	120	165	180	NaN	NaN	NaN	NaN	45	55	NaN	50	50	NaN	75	NaN	4	863	764	NaN	715	837	1044	NaN	NaN	861	83	88	NaN	80	95	111	NaN	NaN	98	NaN	NaN	NaN	45	60	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1	NaN	NaN	NaN	NaN	141	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.36	63.69	NaN	NaN	NaN	NaN	NaN	15.29	15.16	NaN	NaN	NaN	NaN	4.25	4.29	NaN	NaN	1	NaN	NaN	NaN	8.25	8.5	8	NaN	NaN	NaN	24.065	26	NaN	NaN	NaN	NaN	NaN	NaN	10.685	9.9	NaN	NaN	NaN	NaN	NaN	NaN	35.085	31	NaN	NaN	NaN	NaN	NaN	NaN	92.595	109	NaN	NaN	NaN	NaN	NaN	67.7	82	NaN	NaN	NaN	NaN	NaN	NaN	13.5	14	NaN	NaN	NaN	NaN	NaN	NaN	17.5	50	NaN	NaN	NaN	NaN	27.27	45	NaN	NaN	NaN	NaN	NaN	NaN	9	20	NaN	NaN	NaN	NaN	6.015	4.2	NaN	NaN	NaN	2	2	NaN
CML277	2	1	7	6	NaN	2	9	6	7	10	7	NaN	NaN	NaN	NaN	90	63	NaN	84	NaN	NaN	85	NaN	NaN	NaN	89.5	62	104	83	87	NaN	82	NaN	NaN	1172.259438	936.94222	1059.163335	NaN	1097.05278	998.610555	NaN	1216.47111	NaN	NaN	NaN	1163.523883	936.94222	1043.610555	1005.27389	1084.913335	970.831665	1144.05278	1159.97111	NaN	NaN	NaN	8.735555	0	15.55278	NaN	12.134445	27.77389	NaN	56.5	NaN	382	NaN	NaN	301	317	297	NaN	401	323	NaN	NaN	253	277	238	NaN	321	9	NaN	NaN	3	4	6	NaN	7	NaN	NaN	NaN	254	19	16	9	16	NaN	NaN	NaN	1	2	2	160	NaN	177.5	95	155	NaN	205	125	195	210	NaN	NaN	NaN	92.5	40	70	NaN	100	70	105	135	NaN	4.5	791	NaN	755	719	791	763	828	907	836	88	NaN	90.5	83	86	88	92	82	67	70	NaN	NaN	50	65	NaN	80	NaN	NaN	NaN	NaN	85	NaN	NaN	NaN	NaN	NaN	0.5	1	NaN	NaN	NaN	NaN	131	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.165	70.52	67	NaN	NaN	NaN	NaN	12.79	12.35	12.45	NaN	NaN	NaN	3.885	3.67	3.72	NaN	NaN	3	NaN	NaN	NaN	8.25	8.25	6.5	NaN	NaN	20.4	28.27	NaN	NaN	27.29	NaN	NaN	NaN	13.57	22.8	NaN	NaN	21.43	NaN	NaN	NaN	NaN	39.77	38.5	NaN	35.25	NaN	NaN	NaN	98.655	111.66	88.5	NaN	119.785	NaN	NaN	NaN	98.47	75.5	NaN	115.57	NaN	NaN	NaN	12	12	11	NaN	12	NaN	NaN	NaN	NaN	50	NaN	NaN	NaN	NaN	NaN	66.4	47.5	NaN	52	NaN	NaN	NaN	NaN	18	13	18.5	NaN	NaN	NaN	6.3	NaN	NaN	4.265	NaN	4	2	NaN
CML281	4	8	10	5	NaN	2	3	6.5	7	10	7	NaN	NaN	NaN	NaN	116.5	61	NaN	117	NaN	NaN	89	NaN	NaN	NaN	104	61	NaN	105	NaN	NaN	88	NaN	NaN	NaN	936.94222	1028.331665	NaN	1363.77389	963.884445	NaN	NaN	NaN	NaN	NaN	NaN	936.94222	1028.331665	NaN	1363.77389	959.72111	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	4.163335	NaN	NaN	NaN	NaN	319	NaN	243	320	286	NaN	NaN	NaN	209	NaN	151	236.5	168	NaN	NaN	NaN	21	NaN	14	16	19	NaN	NaN	NaN	228	170	218	NaN	NaN	NaN	NaN	NaN	3	2	4	NaN	NaN	NaN	NaN	NaN	105	150	NaN	165	110	150	130	NaN	NaN	NaN	NaN	55	80	NaN	115	45	100	70	NaN	4	917	887	NaN	666	757	955	NaN	NaN	NaN	118	102	NaN	88	95	96	NaN	NaN	NaN	NaN	NaN	NaN	55	70	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70	NaN	NaN	0	0	1	NaN	NaN	NaN	NaN	124	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.83	68.46	NaN	NaN	NaN	NaN	NaN	13.99	13.51	NaN	NaN	NaN	NaN	3.93	4.62	NaN	NaN	3	NaN	NaN	NaN	8.25	8.25	6	NaN	NaN	10.545	26.28	27	NaN	NaN	NaN	NaN	NaN	1.08	10	13.4	NaN	NaN	NaN	NaN	NaN	NaN	39.875	NaN	NaN	NaN	NaN	NaN	NaN	41.385	95.44	108	NaN	NaN	NaN	NaN	NaN	91.105	92	NaN	NaN	NaN	NaN	NaN	NaN	14	12	NaN	NaN	NaN	NaN	NaN	NaN	60	100	NaN	NaN	NaN	NaN	53.25	89	NaN	NaN	NaN	NaN	NaN	NaN	21	22	NaN	NaN	NaN	NaN	3.4	6.3	NaN	NaN	NaN	1	2	NaN
CML287	3	9	8.5	1	NaN	4	4	5.5	8	13	7	NaN	NaN	NaN	NaN	98	56	NaN	98	NaN	NaN	NaN	NaN	NaN	NaN	96	56	NaN	91	NaN	NaN	NaN	NaN	NaN	1325.92776	948.884445	948.610555	NaN	1322.884445	989.72111	NaN	NaN	NaN	NaN	NaN	1287.869985	NaN	948.610555	NaN	1203.25	963.884445	NaN	NaN	NaN	NaN	NaN	38.052775	NaN	0	NaN	119.634445	25.831665	NaN	NaN	NaN	NaN	387	NaN	NaN	308	302.5	NaN	NaN	NaN	229	NaN	NaN	214	237	NaN	NaN	NaN	22	NaN	NaN	14	8	NaN	NaN	NaN	266	182	NaN	0	NaN	0	NaN	NaN	4	2	3	NaN	NaN	NaN	NaN	212.5	75	180	NaN	240	120	200	200	NaN	NaN	NaN	117.5	40	90	NaN	130	50	130	105	NaN	4	925	NaN	NaN	NaN	944	NaN	NaN	NaN	807	94	NaN	NaN	73	104	NaN	NaN	NaN	95	NaN	NaN	NaN	55	70	NaN	NaN	NaN	NaN	NaN	75	NaN	NaN	60	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	132	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.4	NaN	NaN	NaN	NaN	NaN	NaN	14.41	NaN	NaN	NaN	NaN	NaN	3.35	NaN	NaN	2	NaN	NaN	NaN	8.5	8.25	6	NaN	NaN	25.145	26.8	32	NaN	NaN	NaN	NaN	NaN	13.55	1.34	26.35	NaN	NaN	NaN	NaN	NaN	NaN	33.86	43.5	NaN	NaN	NaN	NaN	NaN	132.285	126.16	153.5	NaN	NaN	NaN	NaN	NaN	118.1	141	NaN	NaN	NaN	NaN	NaN	NaN	13	15	NaN	NaN	NaN	NaN	NaN	NaN	50	100	NaN	NaN	NaN	NaN	57.2	115.5	NaN	NaN	NaN	NaN	NaN	NaN	21	23	NaN	NaN	NaN	NaN	4.3	6.2	NaN	NaN	NaN	4	3	NaN
CML311	0	2	10	6	NaN	NaN	0	6	5	0	5	NaN	NaN	NaN	NaN	93.5	67	NaN	89	NaN	NaN	NaN	NaN	NaN	NaN	88	66	NaN	87	NaN	NaN	NaN	NaN	NaN	1239.439708	976.663335	1119.72111	NaN	1171.47111	989.72111	NaN	NaN	NaN	NaN	NaN	1134.22111	962.22111	1104.44222	NaN	1138.75	1006.384445	NaN	NaN	NaN	NaN	NaN	105.2185925	14.44222	15.27389	NaN	32.72111	-16.663335	NaN	NaN	NaN	NaN	403	NaN	256	368.5	NaN	362	NaN	NaN	260	NaN	193	264	NaN	280	NaN	NaN	20	NaN	9	13	NaN	19	NaN	NaN	252	222	NaN	0	20	0	12	NaN	6	2	NaN	NaN	NaN	NaN	175	192.5	125	145	NaN	170	110	NaN	NaN	NaN	NaN	80	95	50	60	NaN	75	65	NaN	NaN	NaN	NaN	NaN	710	861.3333333	754	851	NaN	861	NaN	NaN	NaN	80	84.33333333	81	83	NaN	87	NaN	NaN	NaN	55	NaN	55	75	NaN	NaN	NaN	NaN	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	0	1	NaN	NaN	NaN	NaN	172	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.11	69.14	65.99	NaN	NaN	NaN	NaN	13.12	9.81	10.11	NaN	NaN	NaN	3.98	4.92	5.84	NaN	NaN	2	NaN	NaN	NaN	8.5	8.5	7	NaN	31	22.45	23.945	31	NaN	27.89	NaN	NaN	26.2	9.595	13	17.1	NaN	19.15	NaN	NaN	39	28.995	36.76	40.5	NaN	33.49	NaN	NaN	146	126.36	121.655	111.5	NaN	152.185	NaN	NaN	NaN	113.94	92	NaN	NaN	NaN	NaN	18	NaN	13	12	NaN	14	NaN	NaN	NaN	NaN	50	30	NaN	NaN	41	NaN	56.7	37	NaN	NaN	NaN	NaN	NaN	NaN	24	12	NaN	NaN	NaN	NaN	4.4	2.6	NaN	NaN	NaN	3	3	NaN
CML314	11	7	8.5	5	NaN	NaN	7	5.5	8	15	6	NaN	NaN	NaN	122	86	58	NaN	82	85	NaN	83	NaN	92	118	81.5	57	103	78	85	NaN	79	NaN	NaN	1099.802778	867.5	980.55278	NaN	1071.80278	920	1111	1178.634445	NaN	1112.69	NaN	1026.02639	843.884445	964.44222	1005.27389	1002.75	879.44222	1111	1110.77389	NaN	NaN	NaN	73.7763875	23.610555	16.110555	NaN	69.05278	40.55278	0	67.860555	NaN	403	430	411	279	334.5	330	384	390	215	237	216.5	181	202.5	171	193	185	15	17	15.5	12	15	16	21	23	NaN	286	215	237	16	13	11	11	NaN	5	2	5	6	1	195	230	170	120	160	170	165	100	225	235	NaN	100	125	102.5	60	95	115	95	45	135	55	NaN	8.666666667	949	967	963.3333333	788	873	925	988	NaN	795	95	83	95	85	99	90	103	NaN	77	82.5	75	NaN	55	65	NaN	65	NaN	NaN	NaN	70	75	NaN	75	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	164	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.56	68.87	68.05	NaN	NaN	NaN	NaN	15.91	14.94	17.45	NaN	NaN	NaN	4.6	5.26	4.83	NaN	NaN	2	NaN	NaN	NaN	8.25	8.25	7	31	NaN	22.375	23.61	29	NaN	26.585	33	24	NaN	18.35	14.35	13.8	NaN	23.65	23.4	38	NaN	NaN	39.05	40	NaN	42.525	39	137	NaN	139.595	112.12	119	NaN	147.72	150	118	NaN	104.985	102	NaN	133.18	131	14	NaN	NaN	13	14	NaN	14	NaN	90	NaN	NaN	70	80	NaN	90	NaN	NaN	74.25	83	NaN	92.4	36	19	NaN	NaN	17.5	19	25	NaN	NaN	NaN	7.1	5.6	NaN	5.25	2.9	2	3	NaN
CML321	11	7	8	5	NaN	10	7	4.5	7	13	5	NaN	NaN	NaN	NaN	93	61	NaN	91	NaN	NaN	81	NaN	NaN	121	92.5	61	107	88	85	NaN	81	NaN	NaN	1228.88443	913.05278	1028.331665	NaN	1203.25	936.110555	NaN	1140.110555	NaN	NaN	964.80278	1218.468605	925.55278	1028.331665	1005.27389	1154.25	951.94222	1111	1140.110555	NaN	NaN	NaN	10.415825	-12.5	0	NaN	49	-15.831665	NaN	0	NaN	NaN	388	NaN	300	344.5	286	NaN	341	NaN	289	NaN	207	260.5	207	NaN	258	NaN	9	NaN	7	9.5	6	NaN	12	NaN	264	244	206	NaN	12	NaN	30	NaN	0	2	0	0	NaN	NaN	165	192.5	115	190	195	205	145	250	185	NaN	NaN	75	112.5	35	45	120	80	70	150	115	NaN	4.5	932	1056	1050.333333	870	913	998	1019	NaN	1022	101	107	107	93	97	102	111	NaN	105	NaN	NaN	NaN	50	65	NaN	NaN	NaN	NaN	NaN	NaN	80	NaN	60	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	135	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.85	65.65	NaN	NaN	NaN	NaN	NaN	13.87	14.32	NaN	NaN	NaN	NaN	5.41	6.05	NaN	NaN	3	NaN	NaN	NaN	8.25	8	4	NaN	NaN	19.94	27.585	33.5	NaN	23.85	28	NaN	NaN	6.85	21.7	33.6	NaN	10.7	17.4	NaN	NaN	NaN	NaN	44.5	NaN	NaN	38	NaN	NaN	133.64	139.13	144.5	NaN	117.28	142	NaN	NaN	NaN	125.5	NaN	NaN	126	NaN	NaN	NaN	13	16	NaN	NaN	16	NaN	NaN	NaN	NaN	70	NaN	NaN	NaN	NaN	NaN	85.5	NaN	NaN	46	NaN	NaN	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	4.95	NaN	NaN	2.4	2	2	NaN
CML322	13	10	10	3	NaN	10	5	6	7	14	6	NaN	NaN	88	NaN	78.5	54	95	75	85	99	74	NaN	86	NaN	78.5	54	92	74	79	93	73	NaN	NaN	975.4422225	925.55278	914.163335	972.77389	956.884445	920	1111	1012.581665	NaN	1019.75	NaN	974.761945	893.610555	914.163335	938.884445	944.05278	904.72111	1005.19222	993.19222	NaN	34.38	NaN	0.6802775	31.94222	0	33.884445	12.831665	15.27389	105.80278	19.384445	NaN	309	327	340.5	298	NaN	345	353	440	221.5	266	266.5	234	NaN	252	269	257	8.5	4	5.5	3	5	7	5	9	178	224	NaN	208	32	29	25	21	0	0	NaN	1	NaN	NaN	155	130	122.5	80	145	155	135	95	170	170	NaN	70	75	65	35	65	115	70	50	90	95	NaN	5	694	853	744	639	768	822	736	839	800	105	83	86.5	77	101	94	83	105	129	60	30	47.5	25	50	NaN	70	NaN	NaN	NaN	55	57.5	NaN	45	NaN	NaN	0	0	0	NaN	NaN	70	100	129	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61	NaN	68.25	NaN	NaN	NaN	NaN	16.61	NaN	12.78	NaN	NaN	NaN	4.815	NaN	5.07	NaN	NaN	2	NaN	NaN	NaN	8	7.75	4	28	22	25.79	24.565	26	26	26.46	32	21	7.5	17.53	13.1	20.4	NaN	12.3	21.1	29	33	40.675	36.375	44	37	37.57	46	153	124	127.4675	102.73	143	109	98.34	142.5	105	NaN	78.465	130	98	89.775	125.5	17	12	16.5	14	16	14	15	16	80	30	86.25	32.5	100	NaN	86	23	89.38	37.75	106	65	55.95	88	25	NaN	27.75	15	30	20	NaN	1.7	4.29	4.55	4.1	4	3.7	3.15	1	1	NaN
CML323	15	9	8.5	4	NaN	7	7	7.5	4	13	5	NaN	NaN	92	108	78	59	94	76	80	NaN	75	NaN	88	105	77	58	90	74	80	97	72	NaN	964.80278	966.3027775	936.94222	997.22111	961.110555	970.610555	920	1020.581665	1032.72111	NaN	1054.13	964.80278	948.485555	913.05278	980.55278	916.110555	944.05278	904.72111	1020.581665	975.94222	NaN	58.55	0	17.8172225	23.884445	16.663335	45	26.55278	15.27389	0	56.77389	NaN	375	414	406	295	391.5	312	400	507	317	318	325.5	228	300	236	296	396	3	8	7	5	7	5	6	8	NaN	276	233	226	16	15	10	11	NaN	2	2	2	NaN	NaN	125	120	115	85	115	NaN	150	60	125	135	NaN	60	60	62.5	35	60	NaN	60	25	70	70	NaN	4.5	701	983	891.25	NaN	948	924	913	950	966	78	63	84.75	70	91	80.5	94	84	107	75	65	77.5	60	65	NaN	80	NaN	70	NaN	70	77.5	NaN	65	NaN	NaN	NaN	0.5	0	NaN	NaN	NaN	84	134	0	192.5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.57	69.1	69.14	69.07	65.62	NaN	NaN	16.36	14.69	14.41	12.5	14.21	NaN	5.71	3.715	4.55	4.87	5.35	NaN	4	NaN	NaN	NaN	7.75	8	4	28	25	26.645	26.405	27	28	27.57	30	77	15	16.375	9.75	12.4	13.5	15.1	15.1	38	34	37.5225	34.18	NaN	39	39.31	43	129	153	138.2175	117.25	135	123	141.73	135.5	117	NaN	109.275	107	103	136.885	126	11	12	12	12	NaN	12	12	12	50	NaN	66.25	40	90	NaN	58	40	60.5775	43.5	75	64	84.1	65	15	NaN	21.25	19.5	NaN	26	NaN	2.8	4.55	4	4.2	4.7	4.85	3.7	2	2	NaN
CML328	9	1	7.5	5	NaN	6	7	6	4	7	7	NaN	NaN	92	NaN	84.5	49	97	82	NaN	98	80	NaN	91	NaN	82.5	48	97	81	NaN	98	79	NaN	NaN	1075.858055	867.5	830.27389	985.831665	1071.80278	797.5	NaN	1125.163335	NaN	1097.3	NaN	1041.343613	843.884445	813.05278	985.831665	1055.77389	815	NaN	1110.77389	NaN	15.38	NaN	34.511945	23.610555	17.22111	0	16.02389	-17.5	NaN	14.384445	NaN	367.5	327	364	219	252	328	356	381	233	203	257	165	185	173	250	235	23.5	19	17	5	8	24	35	24	228	224	NaN	190	29	38	13	NaN	4	2	NaN	4	5	NaN	165	150	165	70	95	170	150	85	185	180	NaN	100	105	105	30	65	125	80	40	135	115	NaN	5.5	714	689	668	584	675	729	678	744	792	66	91	89.5	74	66	97	81	98	93	75	NaN	NaN	55	55	NaN	NaN	NaN	NaN	NaN	NaN	77.5	NaN	55	NaN	NaN	1	0	1	NaN	NaN	NaN	NaN	126	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.32	65.43	NaN	NaN	64.61	NaN	NaN	16.45	15.04	NaN	NaN	15.84	NaN	5.35	6.78	NaN	NaN	4.89	3	NaN	NaN	NaN	7.75	8	6	28	NaN	23.615	NaN	25	27	24.735	24	18	NaN	8.5	NaN	6.2	6.6	9.8	7.9	38	NaN	33.315	NaN	36	34	32.76	31	152	NaN	106.305	NaN	74	101	89.17	106	142	NaN	NaN	69	94	81.095	101	15	NaN	14.5	NaN	13	12	15	12	80	NaN	42.5	NaN	30	NaN	77	NaN	38.3	NaN	30	30	30.5	25	22	NaN	19	NaN	12	16.5	NaN	NaN	2.9	NaN	4	3.2	2.8	2.4	3	2	NaN
